SKU,Title,Quantity,"30 Days Item Sale","Raw Cost","Ex Rate","Shipping Fee","True Cost",D1,P1,"Sale Price",MS,FZ,MG,MD,ETS,MC,LL,P4C,CPH
APL-003-1615,"Front Camera with Proximity Sensor and Microphone for iPhone 6s",3,47,17.00,6.65,0.54,2.64,6.8900,5.1800,3.8900,3.73,8.49,3.68,5.99,7.21,3.49,0.00,0.00,5.49
APL-003-1616,"External Power, Volume, & Mute Buttons for Apple iPhone 6 – Space Gray",5,0,5.00,6.58,0.99,0.91,2.9900,2.9900,1.4900,0.78,5.49,0.99,1.49,0.00,,,,
APL-003-1617,"External Power, Volume, & Mute Buttons for Apple iPhone 6 – Silver",7,1,5.00,6.76,1.13,0.91,2.9900,2.9900,1.4900,0.92,2.49,,1.49,0.00,,,,
APL-003-1618,"External Power, Volume, & Mute Buttons for Apple iPhone 6 – Gold",4,1,6.00,6.32,0.95,1.10,2.9900,2.9900,1.4900,1.06,2.49,,0.99,0.00,,,,
APL-003-1619,"SIM Card Tray for Apple iPhone 6 - Gold",6,0,3.00,6.39,1.67,0.73,1.9800,1.6900,0.9900,0.95,2.49,0.00,,0.00,,,0.00,
APL-003-1620,"External Buttons for iPhone 6s Plus - Silver",19,1,6.00,6.85,3.68,1.41,3.3800,2.6900,1.8900,1.08,0.00,,,,,,,
APL-003-1621,"External Buttons for iPhone 6s – Silver",11,0,5.00,6.76,1.13,0.91,2.8800,2.2200,1.8900,,2.49,1.50,,0.00,,,,
APL-003-1622,"SIM Card Tray for iPhone 6s – Silver",23,3,3.00,6.50,2.57,0.86,1.9800,1.6900,1.5500,1.10,1.49,0.95,,,,,0.00,
APL-003-1626,"WiFi Antenna Bracket for iPhone 6s Plus",0,4,9.00,6.39,1.67,1.67,5.9900,2.1900,2.6900,1.68,0.00,1.68,1.99,0.00,,,,
APL-003-1627,"Antenna Bracket for iPhone 6s",16,3,1.00,6.43,1.08,0.32,3.8900,1.9700,0.8900,0.99,,,0.49,0.00,,,,
APL-003-1628,"Volume and Mute Button Flex Cable With Brackets for iPhone 6s Plus",5,7,9.00,6.39,1.67,1.67,6.7300,4.9900,2.4900,1.95,5.49,2.98,,3.20,,,0.00,
APL-003-1629,"Power Button Flex Cable with Bracket for iPhone 6s Plus",8,10,10.00,6.72,1.28,1.68,8.6100,7.2900,2.7900,2.13,4.49,2.50,3.99,0.00,2.49,,0.00,
APL-003-1633,"Metal LCD Backplate Shield & Home Extend Flex for iPhone 6 Plus (Refurbished)",9,22,10.00,6.65,0.54,1.58,4.9900,2.6600,2.0900,0.86,5.49,1.99,,6.25,,,0.00,
APL-003-1634,"Metal LCD Backplate Shield for iPhone 5 ",7,2,3.00,6.60,0.50,0.53,2.8700,,1.2900,,,,,0.00,,,,
APL-003-1635,"Home Button Flex Cable for iPhone 6 and 6 Plus ",3,6,5.00,6.43,1.08,0.95,2.3500,1.9700,1.9900,,7.99,1.50,1.99,1.84,0.00,,,
APL-003-1636,"Charging Port for iPad Pro 12.9 (3G Version) - Black",4,0,40.00,6.50,5.71,7.03,11.9500,9.6900,3.4900,,,4.99,3.99,0.00,,,0.00,
APL-003-1637,"Charging Port for iPad Pro 12.9 (3G Version) - White",5,0,40.00,6.50,5.71,7.03,11.9500,9.6900,3.4900,,,4.99,0.00,,,,0.00,
APL-003-1638,"LCD Tester for iPhone 6S ",5,0,20.00,6.58,0.99,3.19,6.4900,6.4900,3.9900,0.00,7.99,,2.99,,0.00,,,
APL-003-1639,"LCD Tester for iPhone 6S Plus",10,0,20.00,6.65,0.54,3.09,94.6000,6.5900,3.9900,3.10,,4.99,2.99,0.00,,,,
APL-003-1640,"Wi-Fi Antenna Flex Cable for iPhone 5s",3,0,2.00,6.32,0.95,0.47,2.3500,1.9900,0.9900,0.98,0.00,0.80,0.00,1.07,,,0.00,
APL-003-1641,"Home Button Rubber Gasket for iPhone 6 and 6 Plus (Pack of 5)",9,1,5.00,6.43,1.08,0.95,2.9900,2.9900,1.9900,,1.00,0.99,0.99,0.21,0.99,,,
APL-003-1642,"Front Camera Flex Cable for iPad 3",4,0,7.00,6.70,2.17,1.37,3.3800,2.6900,1.9900,1.28,5.49,0.00,0.00,0.00,0.00,,,
APL-003-1643,"Microphone Flex Cable for iPad 3 Wi-Fi Model",4,0,7.00,6.45,2.08,1.41,3.3800,2.6900,2.4900,,,,,2.65,,,,
APL-003-1644,"Microphone Flex Cable for iPad 3 Cellular Model",5,0,7.00,6.45,2.08,1.41,3.3800,2.6900,1.7900,,,,,1.83,,,,
APL-003-1645,"Microphone Flex Cable for iPad 2",5,0,9.00,6.65,0.54,1.43,2.3900,2.3900,1.8900,,,,0.00,2.58,,,,
APL-003-1646,"Home Button Rubber Gasket for iPhone 5c",2,3,1.00,6.30,1.67,0.42,1.6800,1.0900,0.8900,,,0.60,1.99,0.00,,,,
APL-003-1647,"Home Button Rubber Gasket for iPhone 6s & 6s Plus (Pack of 10)",5,7,10.00,6.65,0.54,1.58,5.8900,2.9800,2.8900,1.24,0.75,0.50,0.99,,,,,
APL-003-1648,"Home Button with Flex Cable Ribbon for iPhone 5S - Gold",8,10,6.00,6.72,1.28,1.08,5.6300,5.6300,1.4900,1.44,4.49,1.95,2.99,0.00,0.00,,0.00,3.99
APL-003-1652,"Loudspeaker Replacement for iPad Mini 1/2",4,2,9.00,6.88,4.11,1.91,3.1700,2.4900,0.0000,,,,,0.00,,,,
APL-003-1653,"Charging Port Replacement for iPad Mini 2 - White",2,8,9.00,6.65,0.54,1.43,4.1200,3.3900,2.9900,,,,,0.00,,,0.00,
APL-003-1654,"Charging Port Replacement for iPad Mini 2 - Black",1,7,9.00,6.65,0.54,1.43,4.1200,3.3900,2.4900,1.75,7.49,,,0.00,,,0.00,
APL-003-1657,"Charging Port Replacement for iPad Mini 3 - White",7,5,12.00,6.72,1.28,1.98,4.1200,3.3900,0.0000,,,,,,,,0.00,
APL-003-1658,"Charging Port Replacement for iPad Mini 3 - Black",5,0,10.00,6.58,0.99,1.67,4.1200,3.3900,0.0000,,,,,,,,0.00,
APL-003-1659,"Loudspeaker for iPad Mini 3",4,0,6.00,6.46,2.54,1.32,3.1700,2.4900,0.0000,,,,0.00,,,,,
APL-003-1660,"Earpiece Speaker for iPhone 5S SE",19,8,2.00,6.65,0.54,0.38,2.4200,1.8900,0.7900,0.83,3.49,0.50,0.99,0.00,0.00,,0.00,3.99
APL-003-1661,"Loudspeaker for iPhone 6 Plus",13,9,9.00,6.72,1.28,1.53,4.9900,3.3200,2.1900,1.20,,2.99,2.99,1.11,0.00,,0.00,3.99
APL-003-1662,"Rear Camera Lens Glass Cover for iPhone 6S - Rose Gold (Pack of 10)",4,2,20.00,6.65,0.54,3.09,6.4890,5.1000,4.4900,3.99,1.00,1.50,0.99,,,,1.00,
APL-003-1663,"Rear Camera Lens Glass Cover for iPhone 6/6s - Silver (Pack of 10)",8,4,20.00,6.65,0.54,3.09,6.4470,5.0700,4.9900,3.99,1.00,0.80,0.99,,,,1.00,
APL-003-1665,"Front Glass Lens for iPhone 6S Plus - White (Premium)",0,0,13.00,6.50,2.93,2.45,5.5100,4.0900,1.9900,6.04,,,2.99,0.00,,,,
APL-003-1670,"Front Bezel for iPhone 6S Plus - White (Premium)",0,0,10.00,6.50,2.93,1.99,4.5800,3.6900,2.8900,0.00,,2.99,0.00,0.00,,,,
APL-003-1672,"OCA Sticker for iPhone 6S Plus (Premium)",0,0,3.50,6.50,0.83,0.67,4.9900,,1.9900,4.30,,,0.00,,,,,
APL-003-1675,"Front Camera Holder Bracket for iPhone 6S 6S Plus",34,0,1.00,6.50,0.83,0.28,0.9800,0.5900,0.0000,,0.99,,,0.00,,,,
APL-003-1676,"Proximity Sensor Holder Bracket for iPhone 6S 6S Plus",195,2,1.00,6.82,1.40,0.35,0.9800,0.5900,0.0000,,0.00,,,0.00,,,,
APL-003-1677,"Rear Camera Lens Glass Cover for iPhone 6/6 Plus - Gold",0,0,2.00,6.27,0.93,0.47,3.3600,2.5900,1.4900,3.49,17.99,1.20,,0.00,,,0.00,
APL-003-1678,"Rear Camera Lens Glass Cover for iPhone 6 / 6 Plus - Space Gray (Pack of 10)",1,5,20.00,6.32,1.48,3.40,8.6640,7.3000,3.9900,3.99,2.50,0.80,0.99,2.17,,,1.00,
APL-003-1681,"Rear Camera Lens Glass Cover for iPhone 6S/6S Plus - Space Gray (Pack of 10)",6,3,20.00,6.72,1.28,3.17,7.4130,5.8200,4.9900,3.99,1.00,,0.99,,,,1.00,
APL-003-1682,"Charging Port for iPod Touch 6 - White",2,0,15.00,6.30,0.31,2.43,7.0600,5.5400,3.7900,,0.00,3.50,,0.00,,,,
APL-003-1683,"Charging Port for iPod Touch 6 - Black",1,3,18.00,6.88,1.49,2.83,7.0600,5.5400,3.6900,,4.49,3.50,,0.00,,,,
APL-003-1684,"Rear Camera for iPod Touch 6",0,0,0.00,0.00,0.00,0.00,29.9500,,0.0000,,,,,,,,0.00,
APL-003-1692,"Front Middle Frame Bezel LCD Holder for iPhone 6S - Black",0,0,8.00,6.60,1.38,1.42,3.4100,2.6900,1.4900,0.00,3.49,0.00,1.99,0.00,,,0.00,
APL-003-1693,"Front Middle Frame Bezel LCD Holder for iPhone 5 - Black (Premium)",0,0,0.00,0.00,0.00,0.00,3.9900,,3.7900,,,,,2.94,,,,
APL-003-1696,"Front Middle Frame Bezel LCD Holder for iPhone 5S - Black (Premium)",0,0,0.00,0.00,0.00,0.00,3.9900,,1.1900,0.00,,,,2.94,,,0.00,
APL-003-1697,"Front Middle Frame Bezel LCD Holder for iPhone 5 - White (Premium)",0,0,0.00,0.00,0.00,0.00,3.9900,,3.7900,,,,,2.94,,,,
APL-003-1699,"LCD Shield Plate for iPhone 5C",3,1,3.00,6.82,1.06,0.60,1.5000,1.2900,1.3900,,,,,0.00,,,,
APL-003-1700,"Wifi Antenna Flex Cable for iPad Mini 3",3,1,10.00,6.58,0.50,1.60,4.0300,3.2900,1.9900,1.30,,,1.49,,,,,
APL-003-1701,"Charging Port Flex Cable for iPhone 7 - White",12,18,21.00,6.65,0.54,3.24,13.9900,13.9900,7.2900,6.55,8.49,7.99,7.99,0.00,0.00,,0.00,
APL-003-1702,"Charging Port Flex Cable for iPhone 7 - Black",20,25,20.00,6.72,1.28,3.17,13.9900,6.4500,7.6900,7.83,8.49,7.99,7.99,0.00,0.00,,0.00,
APL-003-1703,"Charging Port Flex Cable for iPhone 7 - Grey",18,2,21.00,6.65,0.54,3.24,13.9900,7.5700,7.6900,7.83,8.49,7.99,7.99,0.00,0.00,,0.00,
APL-003-1704,"Rear Camera for iPhone 7",16,15,150.00,6.65,0.54,22.64,54.9900,54.9900,30.8900,26.33,31.49,30.99,32.99,0.00,0.00,,0.00,24.99
APL-003-1705,"Front Camera with Proximity Sensor and Microphone for iPhone 7",38,66,50.00,6.72,1.28,7.63,24.9900,11.9900,12.0900,9.21,12.49,0.00,11.99,0.00,0.00,,0.00,11.00
APL-003-1706,"Earpiece Speaker for iPhone 7",0,16,9.00,6.58,0.99,1.52,6.9900,6.9900,2.0900,0.88,7.49,1.50,4.99,0.00,0.00,0.00,0.00,4.99
APL-003-1707,"Loudspeaker for iPhone 7",14,5,10.00,6.70,0.97,1.64,8.8000,7.4900,3.0900,1.71,8.49,2.68,5.99,0.00,0.00,0.00,0.00,5.99
APL-003-1708,"Loudspeaker for iPhone 7 Plus",10,9,14.00,6.70,0.97,2.23,15.9900,4.2900,5.0900,2.58,11.49,2.99,9.99,6.50,7.49,,,9.99
APL-003-1709,"Power and Volume Button Flex Cable for iPhone 7 Plus",7,6,20.00,6.32,1.01,3.32,14.2600,4.1900,4.1900,2.89,7.49,2.99,5.99,8.53,0.00,,,8.50
APL-003-1710,"Charging Port Flex Cable for iPhone 7 Plus - White",45,5,24.00,6.70,0.97,3.73,15.9900,15.9900,9.2900,8.72,9.49,12.99,7.99,0.00,0.00,,0.00,
APL-003-1711,"Charging Port Flex Cable for iPhone 7 Plus - Black",17,32,25.00,6.72,1.28,3.91,15.9900,15.9900,9.2900,10.09,8.49,12.99,7.99,0.00,0.00,,0.00,10.99
APL-003-1712,"Charging Port Flex Cable for iPhone 7 Plus - Grey",19,14,25.00,6.72,1.28,3.91,15.9900,9.1500,8.9900,10.09,9.49,0.00,7.99,0.00,0.00,,0.00,
APL-003-1715,"Home Button With Flex Cable for iPad Air 2 - Black",7,1,14.00,6.65,0.54,2.19,6.8300,5.3600,2.8900,2.51,0.00,0.00,0.00,4.86,0.00,,0.00,
APL-003-1721,"Rear Camera Flex Cable for iPhone SE",7,4,68.00,6.65,0.54,10.31,39.9900,23.0100,23.0100,12.06,0.00,18.99,31.99,14.37,0.00,,,4.99
APL-003-1722,"Home Button for iPad Pro 9.7 - Black",8,1,15.00,6.43,1.08,2.50,14.9900,,4.4900,,,3.25,,,,,,
APL-003-1723,"Home Button for iPad Pro 9.7 - White",5,0,15.00,6.65,0.54,2.34,11.5000,9.6600,4.4900,3.45,,3.25,,,,,,
APL-003-1724,"Home Button for iPad Pro 9.7 - Gold",4,1,15.00,6.65,0.54,2.34,14.9900,,3.3900,3.43,11.49,3.25,,,,,,
APL-003-1725,"Home Button for iPad Pro 12.9 - Black",11,0,15.00,6.70,0.97,2.38,5.2700,5.2700,2.6900,2.51,,2.25,2.99,,,,,
APL-003-1726,"Home Button for iPad Pro 12.9 - White",3,0,2.34,1.00,0.00,2.34,5.2700,3.8600,3.4900,2.62,,,4.49,,,,,
APL-003-1727,"Home Button for iPad Pro 12.9 - Gold",2,0,16.00,6.85,0.00,2.34,5.2700,3.8600,2.4900,2.62,,,3.99,0.00,,,,
APL-003-1728,"Charging Port for iPad Pro 12.9 (WiFi Version) - Black",4,0,25.00,6.85,0.00,3.65,7.6700,6.0200,3.9900,,7.49,4.99,4.49,,,,,7.99
APL-003-1729,"Charging Port for iPad Pro 12.9 (WiFi Version) - White",0,1,15.00,6.43,1.08,2.50,7.6700,6.0200,3.9900,,7.49,4.99,,,,,,7.99
APL-003-1730,"Charging Port Replacement for iPhone SE - Black",9,28,15.00,6.72,1.28,2.42,6.9900,6.9900,2.9900,2.98,6.49,2.99,5.99,0.00,0.00,,0.00,4.99
APL-003-1731,"Charging Port Replacement for iPhone SE - White",17,18,15.00,6.65,0.54,2.34,6.9900,3.6100,3.2900,2.69,0.00,2.99,6.99,0.00,0.00,,0.00,4.99
APL-003-1734,"Front Camera Proximity Sensor Flex Cable for iPhone 7 Plus",33,103,55.00,6.72,1.28,8.38,29.9900,29.9900,17.0900,10.60,14.49,15.99,21.99,24.12,18.95,,0.00,11.00
APL-003-1735,"Earpiece Speaker for iPhone 7 Plus",0,35,10.00,6.72,1.28,1.68,8.9900,8.9900,2.0900,0.00,0.00,0.00,0.00,0.00,,,,
APL-003-1736,"Rear Camera for iPhone 7 Plus",3,9,450.00,6.70,0.50,67.24,150.9900,150.9900,82.7900,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,74.99
APL-003-1737,"Power and Volume Button Flex Cable for iPhone 7",2,5,18.00,6.32,1.01,3.01,15.3000,12.3300,3.5900,0.00,,0.00,0.00,7.21,0.00,,0.00,8.99
BKB-MOD-012,"Blackberry Curve 8520 8530 Back Battery Cover Door WHITE",24,0,0.00,0.00,0.00,0.00,5.9500,5.9900,0.4900,,,,,0.00,,,,
BKB-MOD-018,"Blackberry Curve 8520 8530 Trackpad Home Button - Black",6,0,0.00,0.00,0.00,0.00,8.9500,8.9900,0.4900,,,,,0.00,,,,
BKB-MOD-036,"Blackberry Curve 8520 8530 Keyboard - White",8,0,0.00,0.00,0.00,0.00,5.9500,5.9900,0.4900,,,,,0.00,,,,
BKB-MOD-048,"Blackberry Bold 9000 Faceplate Cover Lens - Black",8,0,0.00,0.00,0.00,0.00,1.9500,1.9900,0.9900,,,,,0.00,,,,
BKB-MOD-054,"Blackberry Bold 9700 Trackpad Home Button - Black",24,0,0.00,0.00,0.00,0.00,5.9500,5.9900,0.9900,,,0.00,,0.00,,,,
BKB-MOD-216,"Blackberry Bold 9000 Replacement Bezel - Silver",5,0,0.00,0.00,0.00,0.00,4.9500,4.3900,0.9900,,,,,0.00,,,,
BKB-MOD-240,"BlackBerry Bold 9000 Back Battery Cover Door - Black",43,0,0.00,0.00,0.00,0.00,4.9500,4.3900,0.9900,,,,,0.00,,,,
BKB-MOD-360,"Blackberry Tour 9630 Complete Front Back Middle Housing - Black",54,0,0.00,0.00,0.00,0.00,4.9500,,0.9900,,,,,0.00,,,,
BKB-MOD-372,"Blackberry Bold 9700 Complete Front Back Middle Housing - White",6,0,0.00,0.00,0.00,0.00,4.9500,4.8900,0.9900,,,,,0.00,,,,
BKB-MOD-408,"Blackberry Bold 9700 Replacement Battery Cover Door - Black",33,0,0.00,0.00,0.00,0.00,4.9500,4.8900,0.9900,,,,,0.00,,,,
BKB-MOD-472,"Home Menu Button Keypad Flex Cable for BlackBerry Torch 9800",5,0,0.00,0.00,0.00,0.00,3.9500,1.3900,0.3900,,,0.00,,,,,,
BKB-MOD-475,"Keypad for Blackberry Q5-Black",5,0,3.00,6.12,2.90,0.96,2.4000,2.0900,0.9900,,,0.00,,0.00,,,,
BKB-MOD-476,"Keypad for Blackberry Q5-White",5,0,7.00,6.12,2.90,1.62,3.7260,3.0900,0.9900,,,0.00,,0.00,,,,
BKB-MOD-477,"Keypad for Blackberry Q5-Red",5,0,10.00,6.12,2.90,2.11,4.7475,3.4900,0.9900,,,0.00,,0.00,,,,
BKB-MOD-480,"Blackberry Torch 9800 Trackpad Home Button - Black",1,0,0.00,0.00,0.00,0.00,5.9500,,0.3900,,,,,0.00,,,,
BKB-MOD-481,"Keypad Keyboard Button Replacement for BlackBerry Passport - Black",0,0,60.00,6.43,3.40,9.86,16.7600,13.5900,0.0000,,,,,0.00,,,,
BKB-MOD-484,"Rear Camera Replacement for BlackBerry Priv",0,0,0.00,0.00,0.00,0.00,39.9900,,29.9900,,,,,0.00,,,,
BKB-MOD-485,"Loudspeaker Replacement for BlackBerry Priv",0,0,0.00,0.00,0.00,0.00,29.9000,,19.9900,,,,,0.00,,,,
BKB-MOD-486,"Headphone Jack Flex Cable Replacement for BlackBerry Priv",0,0,0.00,0.00,0.00,0.00,19.9900,,9.9900,,,,,0.00,,,,
BKB-MOD-488,"BlackBerry Bold 9900 1230mAh Replacement Battery",15,0,12.00,6.70,8.13,3.00,6.7500,4.9900,0.9900,,,,,0.00,,,,
BT-BP-30000,"BinTEK™ iPhone 3GS 1219mAH Li-Ion Premium Battery",24,0,19.00,6.89,5.74,3.59,7.9900,7.9900,0.0000,,,,,0.00,,,0.00,
BT-BP-30002,"BinTEK™ iPhone 4 1420mAH Li-Ion Premium Battery",26,16,3.45,1.00,0.38,3.83,7.9900,7.9900,4.9900,4.21,7.49,5.50,6.99,0.00,0.00,0.00,0.00,7.99
BT-BP-30004,"BinTEK™ iPhone 4S 1430mAH Li-Ion Premium Battery",58,20,3.25,1.00,0.00,3.25,7.9900,7.9900,4.9900,4.09,9.49,8.99,6.99,0.00,0.00,0.00,0.00,6.99
BT-BP-30006,"BinTEK™ Battery for iPhone 5 1440mAH mAH Li-Ion Premium ",162,123,3.71,1.00,0.00,3.71,16.9900,16.9900,6.9900,5.00,10.49,10.99,7.99,0.00,0.00,0.00,0.00,6.99
BT-BP-30008,"BinTEK™ Battery for iPhone 5S/5C 1560mAH Li-Ion Premium ",-7,249,3.81,1.00,0.37,4.18,16.9900,16.9900,6.9900,5.50,9.99,10.99,7.99,0.00,0.00,0.00,0.00,6.99
BT-BP-30010,"BinTEK™ Battery for iPhone 6 1810mAH Li-Ion Premium ",1156,800,4.24,1.00,0.00,4.24,18.9900,19.9900,9.8900,10.03,10.49,12.50,12.99,0.00,0.00,0.00,0.00,6.99
BT-BP-30020,"BinTEK™ HTC myTouch 4G BD42100 1400mAH Li-Ion Premium Battery",0,0,11.00,6.70,6.01,2.54,7.9900,7.9900,2.9900,,,0.00,,,,,0.00,
BT-BP-30022,"BinTEK™ HTC Vivid BH39100 1620mAH Li-Ion Premium Battery",16,0,11.00,6.50,3.30,2.20,7.9900,7.9900,0.9900,,,,,0.00,,,,
BT-BP-30024,"BinTEK™ HTC Droid Incredible 4G LTE BTR6410B 1700mAH Li-Ion Premium Battery",0,0,0.00,0.00,0.00,0.00,7.9900,7.9900,4.9900,,,,,0.00,,,,
BT-BP-30026,"BinTEK™ HTC One M7 BN07100 2300mAH Li-Ion Premium Battery",150,0,22.00,6.89,5.74,4.03,9.9900,9.9900,5.9900,,,,,0.00,,,0.00,
BT-BP-30036,"BinTEK™ LG Optimus G E970 LS970 BL-T5 2100mAH Premium Battery",22,0,16.00,6.89,5.74,3.16,10.9900,10.9900,5.9900,,9.99,,,,,,,0.00
BT-BP-30040,"BinTEK™ Motorola Droid Razr M/Droid Mini XT907 XT905 XT890 XT1030 EG30 2000mAH Li-Ion Premium Battery",0,0,23.00,6.50,4.34,4.21,10.9900,10.9900,1.9900,4.86,,,0.00,,,,,
BT-BP-30046,"BinTEK™ Motorola Droid MAXX XT1080M XT1080 EU40 3500mAH Li-Ion Premium Battery",8,2,22.00,6.37,1.00,3.61,13.9900,13.9900,7.9900,6.22,0.00,,,0.00,,,,
BT-BP-30056,"BinTEK™ Battery for Samsung Galaxy S EB575152VU 1500mAH Li-Ion Premium ",5,1,13.00,6.43,0.00,2.02,7.9900,7.9900,0.9900,,,,,0.00,,,,
BT-BP-30060,"BinTEK™ Battery for Samsung Galaxy S3 EB-L1G6LLU 2100mAH Li-Ion Premium ",25,0,3.14,1.00,1.33,4.47,12.9900,12.9900,6.9900,4.44,6.49,3.48,0.00,,,0.00,0.00,5.99
BT-BP-30062,"BinTEK™ Battery for Samsung Galaxy S5 EB-BG900BBC 2800mAH Li-Ion Premium ",8,42,3.14,1.00,1.33,4.47,7.9900,7.9900,6.9900,0.00,,10.99,,0.00,0.00,,0.00,0.00
BT-BP-30064,"BinTEK™ Battery for Samsung Galaxy Note 4 EB-KN910BWEGW 3220mAH Li-Ion Premium (With NFC)",727,17,4.90,1.00,0.10,5.00,19.9900,19.9900,7.9900,,11.49,,5.99,0.00,0.00,0.00,0.00,0.00
BT-BP-30066,"BinTEK™ HTC One M8 2600mAH Li-Ion Premium Battery",12,4,3.44,1.00,1.33,4.77,13.9900,13.9900,6.9900,,11.49,,4.49,0.00,,,0.00,
BT-BP-30068,"BinTEK™ Battery for Samsung Galaxy Note 3 B800BE 3200mAH Li-Ion Premium ",18,7,3.29,1.00,1.33,4.62,9.9900,9.9900,5.7900,4.77,12.99,,4.99,8.88,,0.00,0.00,
BT-BP-30070,"BinTEK™ LG Nexus 5 BL-T9 2100mAH Li-Ion Premium Battery",125,0,15.00,6.89,5.74,3.01,10.9900,10.9900,3.9900,5.01,,,,,,,0.00,0.00
BT-BP-30072,"BinTEK™  Motorola Moto G XT1032 XT1033 XT1036 ED30 2010mAH Li-Ion Premium Battery",41,0,20.00,6.89,5.74,3.74,13.9900,13.9900,5.9900,6.14,12.49,,,,,,,
BT-BP-30074,"BinTEK Battery for iPhone 6 Plus 2915 mAH Li-Polymer Premium ",329,192,5.46,1.00,0.00,5.46,19.9900,19.9900,9.9900,11.32,12.49,15.50,13.99,0.00,0.00,0.00,0.00,7.99
BT-BP-30076,"BinTEK™ Battery for  Samsung Galaxy S4 B600BE 2600mAH Li-Ion Premium ",30,20,3.14,1.00,1.33,4.47,7.9900,7.9900,5.9900,4.62,9.49,,5.99,9.52,4.99,0.00,0.00,0.00
BT-BP-30078,"BinTEK™ Battery for Samsung Galaxy Note Edge EB-BN915BBC 3000mAH Li-Ion Premium ",150,0,20.00,6.50,3.48,3.61,9.9900,9.9900,7.9900,,,,,0.00,,,0.00,
BT-BP-30080,"BinTEK™ Battery for Samsung Galaxy S5 Mini EB-BG800BBE 2100mAH Li-Ion Premium ",8,0,15.00,6.70,6.01,3.14,7.9900,7.9900,4.9900,,,,,0.00,,,,
BT-BP-30082,"BinTEK™ Battery for  LG G3 BL-53YH 3000mAH Li-Ion Premium ",35,0,31.00,6.50,2.49,5.15,9.9900,9.9900,5.8900,5.59,11.49,,4.99,,,,0.00,0.00
BT-BP-30086,"BinTEK™ LG Optimus L70 D320 BL-52UH 2100mAH Li-Ion Premium Battery",14,0,20.00,6.50,2.49,3.46,8.9900,8.9900,4.9900,,,,,,,,0.00,
BT-BP-30092,"BinTEK™ Motorola Razr XT910 Motorola Droid Razr XT912 EB20 1750mAH Li-Polymer Premium Battery",0,0,21.00,6.70,6.01,4.03,12.9900,12.9900,6.9900,,,,,,,,,0.00
BT-BP-30094,"BinTEK™ Motorola Moto X XT1056 XT1058 XT1060 XT912A EX34 2200mAH Li-Polymer Premium Battery",22,0,20.00,6.89,5.74,3.74,13.9900,13.9900,6.9900,,0.00,,,0.00,,,,0.00
BT-BP-30104,"BinTEK™ Nokia Lumia 635 630 636 638 BL-5H 1830mAH Li-Ion Premium Battery",20,0,20.00,6.70,6.01,3.88,7.9900,7.9900,5.9900,,,,,0.00,,,,
BT-BP-30106,"BinTEK™ HTC Desire 601 BM65100 2100mAH Li-Ion Premium Battery",6,4,4.20,1.00,2.12,6.32,12.9900,12.9900,0.9900,,,,,0.00,,,,
BT-BP-30114,"BinTEK™ LG Optimus G2 /BL-54SG F320 2610mAH Li-Ion Premium Battery",19,0,20.00,6.50,4.07,3.70,8.9900,8.9900,5.9900,,,,,,,,0.00,0.00
BT-BP-30120,"BinTEK™ Motorola Droid Ultra XT1080 EU20 2130mAH Li-Polymer Premium Battery",0,0,27.00,6.70,16.74,6.53,14.9900,14.9900,7.9900,6.22,0.00,0.00,0.00,0.00,,,,
BT-BP-30132,"BinTEK™ Motorola Droid Turbo XT1254 EQ40 3900mAH Li-Polymer Premium Battery",0,3,2.99,1.00,1.33,4.32,12.9900,12.9900,8.9900,,,,,,,,,0.00
BT-BP-30134,"BinTEK™ Motorola Moto X 2nd Gen EY30 2300mAH Li-Polymer Premium Battery",0,0,25.00,6.50,4.07,4.47,12.9900,12.9900,4.9900,5.22,,,,,,,,
BT-BP-30138,"Battery for Samsung Galaxy Tab 3 10.1 6800mAH Li-Polymer",0,0,35.00,6.70,16.74,7.72,17.9900,17.9900,8.9900,,12.49,,,0.00,,,0.00,0.00
BT-BP-30154,"BinTEK™ Battery for Samsung Galaxy S6 2550mAH Li-Polymer Premium ",41,10,3.38,1.00,0.92,4.30,10.9900,10.9900,7.9900,9.82,0.00,6.99,5.99,9.46,5.99,0.00,0.00,
BT-BP-30156,"BinTEK™ Battery for Samsung Galaxy S6 Edge 2600mAH Li-Polymer Premium ",50,6,3.38,1.00,0.92,4.30,14.9900,12.9900,7.8900,10.03,12.49,7.99,,8.88,6.99,0.00,0.00,7.99
BT-BP-30158,"BinTEK™ Battery for iPod Touch 4 980mAH Li-Polymer Premium ",6,0,20.00,6.70,6.01,3.88,8.9900,8.9900,4.9900,,,,0.00,0.00,0.00,,,6.99
BT-BP-30164,"BinTEK™ LG Optimus G2 BL-T7 3000mAH Li-Polymer Premium Battery",8,0,16.00,6.50,2.49,2.84,7.9900,7.9900,4.0900,4.50,12.99,,0.00,,,,,
BT-BP-30180,"BinTEK™ Sony XPeria Z L36H 2330mAh Li-Polymer Premium Battery",6,0,18.00,6.70,16.74,5.19,15.9900,15.9900,10.9900,,,,,0.00,,,0.00,0.00
BT-BP-30182,"BINTEK™ Sony L39h Xperia Z1 C6902 C6903 C6906 3000 mAH Li-Polymer Premium Battery",3,0,19.00,6.70,16.74,5.33,15.9900,15.9900,10.9900,,,,,0.00,,,0.00,0.00
