SKU,Title,"Raw Cost","Ex Rate","Shipping Fee","True Cost",D1,P1,"Sale Price",MS,FZ,MG,MD,ETS,MC,LL,P4C,CPH
SRN-HTC-1146,"HTC A9 LCD With Digitizer Touch Screen White",640.00,6.82,8.23,95.05,120.7600,112.4000,0.0000,,,123.95,,,,,,
SRN-HTC-1147,"LCD and Touch Screen Digitizer Assembly for HTC One A9",630.00,6.89,10.26,92.93,114.8000,106.8900,0.0000,,114.99,,,,,,,
FLX-LGM-586,"Front Camera Replacement for LG V10",25.00,6.43,1.83,4.17,7.9200,6.6900,0.0000,11.69,,12.99,,,,,,
FLX-LGM-588,"Rear Camera Replacement for LG V10",40.00,6.43,1.83,6.51,11.3900,9.5900,0.0000,21.59,,11.99,,,,,,
FLX-LGM-589,"Loudspeaker for LG V10",20.00,6.43,1.83,3.40,7.1400,5.6900,0.0000,9.98,,8.99,,,,,,
FLX-LGM-590,"Headphone Jack Replacement for LG Nexus 5X",25.00,6.43,1.83,4.17,7.9200,6.6900,0.0000,,7.99,,,,,,,
FLX-LGM-596,"Vibration Motor Replacement for LG G4",8.00,6.43,1.83,1.53,3.5200,2.8900,0.0000,,4.99,,,,,,,
FLX-SNY-027,"Front Camera Replacement for Sony Xperia Z5",25.00,6.43,1.83,4.17,7.9200,6.6900,0.0000,,12.99,,,,,,,
FLX-SNY-030,"Charging Port Flex Cable Replacement for Sony Xperia Z5",15.00,6.43,1.83,2.62,5.9000,4.3900,0.0000,,9.99,,,,,,,
FLX-UCP-189,"Sim Card Tray for Huawei Nexus 6P - Aluminium",20.00,6.43,1.83,3.40,7.1400,5.6900,0.0000,,7.99,,,,,,,
FLX-UCP-190,"Sim Card Tray for Huawei Nexus 6P - Graphite",20.00,6.43,1.83,3.40,7.1400,5.6900,0.0000,,7.99,,,,,,,
FLX-UCP-191,"Sim Card Tray for Huawei Nexus 6P - Frost",20.00,6.43,1.83,3.40,7.1400,5.6900,0.0000,,7.99,,,,,,,
FLX-LGM-599,"Loudspeaker Replacement with Frame for LG G Stylo",20.00,6.43,1.83,3.40,7.1400,5.6900,0.0000,,12.99,,,,,,,
FLX-SAM-1424,"Home Button for Samsung Galaxy S6 Edge Plus - Black Sapphire",25.00,6.43,1.83,4.17,7.9200,6.6900,0.0000,,,12.50,17.99,,,,,
APL-001-2231,"iphone 6 Plus Glass  With OCA White AA",12.00,6.43,0.90,2.01,4.5200,3.3900,0.0000,,9.99,,,,,,,
SRN-HTC-1150,"LCD and Touch Screen Digitizer Replacement for HTC One X9 - Black",400.00,6.43,0.71,62.32,84.1300,76.6900,0.0000,,94.99,,,,,,,
SRN-HTC-1151,"LCD and Touch Screen Digitizer Replacement for HTC One X9 - White",400.00,6.43,0.71,62.32,84.1300,76.6900,0.0000,,84.99,,,,,,,
SRN-MOT-655,"LCD and Touch Screen Digitizer for Droid Maxx 2 with Frame - Black",150.00,6.89,5.33,22.54,32.6200,30.2900,0.0000,45.50,,36.48,39.99,,,,,
BTY-COV-1634,"Midframe Replacement for Galaxy S6 G920V G920P - White",70.00,6.46,1.79,11.11,17.2200,15.2900,0.0000,,19.99,,,,,,,
FLX-MOT-513,"Loudspeaker Replacement for Droid Maxx 2",4.00,6.85,3.68,1.12,2.4200,1.8900,0.0000,4.69,,,2.99,,,,,
FLX-MOT-519,"Loudspeaker Replacement for Motorola Droid Turbo 2",5.00,6.46,2.54,1.17,2.8100,2.1900,0.0000,4.69,7.99,,2.99,,,,,
FLX-SAM-1458,"Home Button for Samsung Galaxy Note 5 - White",15.00,6.70,3.59,2.77,6.1200,4.4900,0.0000,13.50,,12.99,9.99,,,,,
FLX-SAM-1461,"Earpiece Speaker for Samsung Galaxy S6 Edge",5.00,6.89,8.23,1.92,2.8100,2.1900,0.0000,5.99,7.99,5.45,5.99,,,,,
FLX-HTC-609,"Earpiece Speaker Replacement for HTC One A9",4.00,6.46,2.54,1.01,2.4200,1.8900,0.0000,,4.99,,,,,,,
FLX-UCP-195,"Home Button Replacement for Huawei Nexus 6P - Aluminium",25.00,6.46,2.54,4.26,8.0900,6.8900,0.0000,,9.99,,,,,,,
FLX-UCP-197,"Home Button Replacement for Huawei Nexus 6P - Graphite",20.00,6.70,1.00,3.13,6.5730,5.1900,0.0000,,9.99,,,,,,,
BTY-COV-1643,"Samsung Galaxy Note 3 N900A N900T LCD Front Housing Midframe Bezel - Black",25.00,6.50,0.95,3.99,8.3800,6.5900,0.0000,,,,9.99,,,,,
FLX-SNY-038,"Front Camera Flex Cable Replacement for Sony Xperia Z5 Compact",25.00,6.50,3.25,4.35,8.2700,6.9900,0.0000,,12.99,,,,,,,
FLX-SNY-042,"Charging Port Flex Cable Replacement for Sony Xperia Z5 Premium",15.00,6.50,3.25,2.81,6.3200,4.6900,0.0000,,12.99,,,,,,,
APL-003-1672,"iPhone 6S Plus OCA Sticker (Premium)",3.50,6.50,0.83,0.67,4.9900,,0.0000,9.99,,,5.49,,,,,
APL-003-1673,"iPhone 6S Plus Polarizer (Premium)",6.00,6.50,2.93,1.37,3.2900,2.5900,0.0000,15.00,3.99,,,,,,,
APL-003-1675,"iPhone 6S 6S Plus Front Camera Holder Bracket",1.00,6.50,0.83,0.28,0.9800,0.5900,0.0000,,2.99,,,,,,,
APL-003-1676,"iPhone 6S 6S Plus Proximity Sensor Holder Bracket",1.00,6.82,1.40,0.35,0.9800,0.5900,0.0000,,2.99,,,,,,,
SRN-LGM-613,"LCD and Touch Screen Digitizer for LG V10 H900 H901 VS990 - Opal Blue",0.00,0.00,0.00,0.00,69.9500,,0.0000,,144.99,106.99,,,,,,
BTY-COV-1661,"Back Cover Replacement for Motorola Droid Turbo",0.00,0.00,0.00,0.00,14.9900,,0.0000,,23.99,,,,,,,
FLX-SAM-1479,"Charging Port Replacement for Samsung Galaxy S5 Sport G860P",0.00,0.00,0.00,0.00,5.9500,,0.0000,,9.99,5.99,,,,,,
BTY-COV-1663,"Midframe Replacement for Galaxy S6 G920T G920A - White",60.00,6.85,3.32,9.24,16.9300,13.6900,0.0000,,19.99,,,,,,,
FLX-SAM-1483,"Charging Port Microphone Replacement for Galaxy S6 Active",18.00,6.82,1.80,2.90,6.8300,5.3900,0.0000,,9.99,,,,,,,
SRN-HUA-153,"LCD and Touch Screen Digitizer with Frame for Huawei Nexus 6P H1511 H1512 - Black",740.00,6.88,8.55,108.80,135.4700,126.9700,0.0000,139.99,137.99,155.99,157.99,,,,,
FLX-SAM-1492,"Samsung Galaxy Tab Pro 8.4 T320 Charging Port ",12.00,6.60,1.44,2.04,4.9100,3.6900,0.0000,,9.99,4.99,,,,,,
SRN-SNY-139,"Sony Z3v LCD Screen with Touch Screen Digitizer Assembly - Black",220.00,6.89,9.57,33.32,43.1800,39.2900,0.0000,,,,50.99,,,,,
BT-BP-30228,"BinTEK™ Apple iPad Pro 9.7 7306mAH Li-Polymer Premium Battery",120.00,6.70,6.00,18.81,29.9900,29.9900,0.0000,,34.99,,,,,,,
SRN-SAM-1444,"Samsung Galaxy Tab 4 8.0 T330 Touch Screen Digitizer - Black",50.00,6.82,7.35,8.41,15.0800,12.1900,0.0000,15.30,,16.98,,,,,,
TAB-SRN-745,"Samsung Tab A 8.0 T350 Digitizer Touch Screen - White",50.00,6.82,7.35,8.41,14.3000,11.5200,0.0000,,,18.95,,,,,,
SRN-SAM-1457,"LCD and Touch Screen Digitizer for Samsung Galaxy Note 5 - Silver Titanium",150.00,1.00,0.00,150.00,27.1400,176.9900,0.0000,175.00,,209.99,219.99,,,,,
SRN-MOT-672,"LCD and Digitizer Replacement with Frame for Motorola Moto E XT1021 XT1022 XT1025 - White",0.00,0.00,0.00,0.00,19.9900,,0.0000,20.50,,,,,,,,
SRN-MOT-673,"LCD and Digitizer Replacement with Frame for Motorola Moto E XT1021 XT1022 XT1025 - Black",0.00,0.00,0.00,0.00,19.9900,,0.0000,20.50,24.99,,,,,,,
TAB-SRN-751,"Touch Screen Digitizer Replacement for Samsung Galaxy Tab 3 Lite T111 - White",0.00,0.00,0.00,0.00,12.9900,,0.0000,,14.99,,,,,,,
SRN-SAM-1472,"LCD and Digitizer Replacement with Frame for Samsung Galaxy S7 G930F - Black",0.00,0.00,0.00,0.00,189.9900,,0.0000,,209.99,,,,,,,
SRN-SAM-1476,"LCD and Digitizer Replacement with Frame for Samsung Galaxy S7 G930V G930P - Gold",0.00,0.00,0.00,0.00,189.9900,,0.0000,,319.99,,,,,,,
SRN-SAM-1478,"LCD and Digitizer Replacement with Frame for Samsung Galaxy S7 G930V G930P - Black",0.00,0.00,0.00,0.00,189.9900,,0.0000,,239.99,,,,,,,
SRN-ZTE-019,"LCD and Digitizer Replacement for ZTE Zmax",95.00,6.85,5.73,14.71,22.0700,19.8600,0.0000,26.99,,25.99,,,,,,
TAB-SRN-757,"Samsung Galaxy Tab A SM-T550 9.7 Touch Screen Digitizer Glass + Adhesive Tape White ",60.00,6.88,8.70,9.99,16.6100,14.3200,0.0000,,24.99,,,,,,,
SRN-SAM-1486,"LCD and Digitizer Replacement for Samsung Galaxy Tab S 10.5 T800 T805 - White",860.00,6.60,4.74,131.02,167.0505,156.5900,0.0000,,,196.45,,,,,,
SRN-SAM-1487,"LCD and Digitizer Replacement with Frame for Samsung Galaxy Tab S 10.5 T800 T805 - Black",910.00,6.82,2.31,133.77,170.5600,159.8600,0.0000,,,196.45,,,,,,
APL-003-1701,"Charging Port Replacement for iPhone 7 - White",30.00,6.82,2.11,4.71,8.9900,7.5700,0.0000,9.50,14.99,9.99,9.99,,,,,
APL-003-1702,"Charging Port Replacement for iPhone 7 - Black",30.00,6.82,2.11,4.71,8.9900,7.5700,0.0000,9.50,14.99,9.99,9.99,,,,,
APL-003-1703,"Charging Port Replacement for iPhone 7 - Grey",30.00,6.82,2.11,4.71,8.9900,7.5700,0.0000,9.50,14.99,9.99,9.99,,,,,
FLX-HTC-613,"Charging Port Flex Cable Replacement for HTC 10",0.00,0.00,0.00,0.00,15.0000,,0.0000,,,29.99,,,,,,
APL-003-1710,"Charging Port Replacement for iPhone 7 Plus - White",38.00,6.82,2.11,5.88,10.6200,9.1500,0.0000,11.99,19.99,14.98,11.99,,,,,
APL-003-1711,"Charging Port Replacement for iPhone 7 Plus - Black",38.00,6.82,2.11,5.88,10.6200,9.1500,0.0000,11.99,19.99,14.98,11.99,,,,,
TAB-SRN-759,"LCD With Digitizer For Samsung Galaxy Tab S 10.5 T807 T800 - Titanium Bronze",860.00,6.70,7.75,129.51,164.9085,154.5900,0.0000,,207.99,,,,,,,
TAB-SRN-760,"Touch Screen Digitizer for Samsung Galaxy TAB 3 SM-T210R T210 Blue",35.00,6.82,7.35,6.21,10.8700,9.1300,0.0000,,,10.99,,,,,,
SRN-HTC-1158,"Digitizer Touch + LCD Display Screen Assembly HTC Desire 530 Black",100.00,6.88,8.70,15.80,23.5700,21.2900,0.0000,,,,29.99,,,,,
SRN-LGM-663,"LCD and Touch Screen Digitizer with Frame for LG Stylo 2 Plus - Black",310.00,6.85,7.23,46.31,63.6800,57.8900,0.0000,,,67.50,,,,,,
FLX-SAM-1536,"Rear Camera Flex Cable for Samsung Galaxy S7",95.00,6.88,3.53,14.32,21.4800,19.3320,0.0000,21.50,27.99,24.98,24.99,,,,,
SRN-MOT-688,"LCD and Touch Screen Digitizer with Frame Replacement for Motorola Moto G4 - Black",190.00,6.82,7.90,29.02,40.6280,37.7260,0.0000,62.50,,,,,,,,
SRN-MOT-689,"LCD and Touch Screen Digitizer with Frame Replacement for Motorola Moto G4 - White",0.00,0.00,0.00,0.00,52.9900,,0.0000,62.50,,,,,,,,
SRN-SAM-1507,"LCD and Touch Screen Digitizer Replacement for Samsung Galaxy Express 3 - White",0.00,0.00,0.00,0.00,59.9900,,0.0000,,,74.50,,,,,,
FLX-SAM-1543,"Samsung Galaxy Mega 6.3 Sprint L600 Charging Port Flex Cable",0.00,0.00,0.00,0.00,8.9900,,0.0000,,12.99,,,,,,,
SRN-LGM-685,"Front Glass Lens For LG G5 Black",40.00,6.88,3.00,6.25,10.9375,9.1900,0.0000,,,11.99,,,,,,
