SKU,Title,MS,FZ,MG,MD,ETS,MC,LL,P4C,CPH
SRN-SAM-1338,"LCD and Touch Screen Digitizer for Galaxy S6 Edge - Gold Platinum",189.99,182.99,176.98,,,,,,
SRN-SAM-1339,"Galaxy S6 Edge G925F LCD + Touch Screen Digitizer - Gold Platinum - Grade A",,,,,,,,,
BTC910002,"BinTEK ™ Ultra Premium Microfiber Cloth 8 Inch x 8 Inch",,,,,,,,,
BTC910001,"BinTEK ™ Ultra Premium Microfiber Cloth 6 Inch x 6 Inch",,,,,,,,,
TAB-SRN-676,"Samsung Galaxy Tab 4 Pro 8.4 SM-T320 SM-T321 Touch Screen Digitizer - White",,14.99,,,,,,,
TAB-SRN-679,"Samsung Galaxy Tab S 8.4 SM-T700 Front Glass Lens - White",,,12.00,,,,,,
FLX-SAM-1390,"Samsung Galaxy Note 5 N920 N920F N920A N920V  Stylus Flex Pen Writing Input",,,,8.99,,,,,
APL-001-2136,"LCD Touch Screen Digitizer Assembly for iPhone 6 Plus (Economy Plus) - White",25.00,31.49,25.99,26.99,,,,,
APL-001-2137,"LCD and Touch Screen Digitizer Assembly for iPhone 6 Plus Black - Grade C",,,,,,,,,
TAB-SRN-680,"Samsung Galaxy Tab 4 10.1 Digitizer - White SM-T530 - Grade A",,,,,,,,,
SRN-SAM-1341,"Samsung Galaxy S5 Mini G800 G800H LCD + Touch Screen Digitizer with Home Button - Gold",,,86.99,,,,,,
SRN-SAM-1342,"Samsung Galaxy Alpha G850 G8508S G850A G850T G850M LCD + Touch Screen Digitizer - White",,,,,,,,,
SRN-SAM-1343,"Samsung Galaxy S5 Active G870 LCD With Digitizer Assembly - Green",,132.99,126.50,149.99,,,,,
SRN-LGM-580,"LG G4 Mini LCD Screen Touch Screen Assembly - Black",,,,,,,,,
SRN-LGM-581,"LG G3 LCD With Digitizer - Black - Grade A",,,,,,,,,
SRN-SNY-134,"Sony Z3 Compact LCD &amp; Digitizer Assembly - White - Grade A",,,,,,,,,
ACC-ZRT-405,"10mm Thin Double Sided Adhesive Tape for Mobile Phone Repair",,,,,,,,,
APL-001-2138,"LCD and Touch Screen Digitizer Assembly for iPhone 5S White (Premium) - Grade A",,,,,,,,,
APL-001-2139,"LCD and Touch Screen Digitizer Assembly for iPhone 6 Black - Grade C",,,,,,,,,
FLX-HTC-587,"HTC One M8 Charging Port Flex Cable (32GB) AT&T/Verizon",6.59,,5.50,7.99,,,,,
APL-001-2140,"Touch Screen Digitizer for iPad Air 2 - White - Grade A",,,,,,,,,
APL-001-2141,"Touch Screen Digitizer for iPad Air 2 - White - Grade B",,,,,,,,,
BT-SPX-0300,"Bongo Shield Tempered Glass Screen Protector - iPad Mini 4",,,,,,,,,
BT-SPX-0301,"Bongo Shield Tempered Glass Screen Protector - Samsung Galaxy Tab E 9.6",,,,,,,,,
BT-SPX-0302,"Bongo Shield Premium Tempered Glass Screen Protector - Huawei Nexus 6p",,,,,,,,,
BT-SPX-0303,"Bongo Shield Premium Tempered Glass Screen Protector - LG Nexus 5X",,,,,,,,,
BT-SPX-0199,"Bongo Shield Tempered Glass Screen Protector - Apple iPad 2/3/4",,,,,,,,,
BT-SPX-0204,"Bongo Shield Tempered Glass Screen Protector - Samsung Galaxy Tab S2 9.7",,,,,,,,,
BT-SPX-0205,"Bongo Shield Tempered Glass Screen Protector - Samsung Galaxy Tab S2 8.0",,,,,,,,,
BT-SPX-0206,"Bongo Shield Tempered Glass Screen Protector - Samsung Galaxy Tab S 10.5",,,,,,,,,
BT-SPX-0207,"Bongo Shield Tempered Glass Screen Protector - Samsung Galaxy Tab S 8.4 3G",,,,,,,,,
BT-SPX-0208,"Bongo Shield Tempered Glass Screen Protector - Samsung Galaxy Tab A 8.0 3G",,,,,,,,,
BT-SPX-0209,"Bongo Shield Tempered Glass Screen Protector - Samsung Galaxy Tab A 9.7 Wifi/3G",,,,,,,,,
BT-SPX-0211,"Bongo Shield Tempered Glass Screen Protector - Samsung Galaxy Tab 4 10.1",,,,,,,,,
BT-SPX-0212,"Bongo Shield Tempered Glass Screen Protector - Samsung Galaxy Tab 4 7.0",,,,,,,,,
BT-SPX-0213,"Böngo Shield Tempered Glass Screen Protector - Samsung Galaxy Tab 3 7.0 Lite T110",,,,,,,,,
SRN-LGM-582,"LCD + Touch Screen Digitizer with Frame for LG Optimus G2 D800 D801 B29 - Black - Grade A",,,,,,,,,
APL-001-2142,"Apple iPad Air Digitizer Touch Screen With Home Button - White - Grade A",,,,,,,,,
APL-001-2143,"Touch Screen Digitizer for iPad Air 2 - Black - Grade B",,,,,,,,,
APL-001-2144,"Apple iPhone 5 LCD and Touch Screen Digitizer Assembly - Black (Premium)",,24.99,22.98,27.99,29.71,19.95,17.00,25.00,15.99
BTY-COV-1572,"Sony Z3v Back Housing Cover - White",,,,,,,,,
SRN-SNY-135,"Sony Z3v LCD Screen with Touch Screen Digitizer Assembly - White",,,,,,,,,
APL-001-2145,"LCD and Touch Screen Digitizer Assembly for iPhone 5 - Black (Premium) - Grade A",,,,,,,,,
APL-001-2146,"LCD and Touch Screen Digitizer Assembly for iPhone 5 - Black (Premium) - Grade B",,,,,,,,,
SRN-SNY-136,"Sony Z3V LCD With Digitizer Assembly White - Grade A",,,,,,,,,
SRN-LGM-583,"LCD + Touch Screen Digitizer with Frame for LG Google Nexus 5 D820 D821 Black - Grade A",,,,,,,,,
ACC-ZRT-406,"Original Flying Eagle Brand Single Edge Safety Carbon Steel Razor Blade for LCD Repair Set of 5",,,,,,,,,
SRN-SAM-1348,"Samsung Galaxy Note Edge N915A N915T LCD Assembly with Frame - Black",,197.99,184.98,,,,,,
SRN-SAM-1349,"Samsung Galaxy Note Edge SM-N915 LCD Assembly with Frame - White",,244.99,184.98,,,,,,
SRN-SAM-1350,"Samsung Galaxy Note Edge SM-N915 LCD Assembly White",,157.99,,,,,,,
SRN-SAM-1351,"Samsung Galaxy S5 Active G870 LCD With Digitizer Assembly Grey",129.99,134.99,126.50,139.99,,,,,
APL-001-2150,"LCD and Touch Screen Digitizer Assembly for iPhone 5S - Black (Premium)  - Grade A",,,,,,,,,
APL-001-2151,"Apple iPad Mini 4 Digitizer Touch Screen White - Grade A",,,,,,,,,
TAB-SRN-681,"Samsung Galaxy Tab 4 7.0 Digitizer - White - SM-T230	 - Grade A",,,,,,,,,
SRN-LGM-585,"LG G Flex 2 LCD Display and Digitizer Assembly - Black",,,,,,,,,
SRN-SAM-1358,"Samsung Galaxy Note 4 Front Glass - Pink",,9.99,,,,,,,
APL-001-2152,"Apple iPhone 5 LCD and Touch Screen Digitizer (Premium) - White",,24.99,22.98,27.99,,,,,
APL-003-1575,"Apple iPad Mini 4 Wifi Cable",2.89,7.99,1.50,2.99,,,,,
APL-003-1576,"Apple iPad Mini 4 GPS Cable",2.89,7.99,2.50,2.99,,,,,
FLX-SNY-025,"Sony Z3 Compact Micro SD Slot Cover - Black",,,,,,,,,
SRN-NOK-157,"Touch Screen Digitizer for Nokia Lumia 820 Black - Grade A",,,,,,,,,
FLX-SAM-1391,"Samsung Galaxy Mega 6.3 i9200 i527 i9205 Volume Button Connector Flex Cable",,4.99,0.99,,,,,,
SRN-SAM-1360,"Samsung Galaxy S6 Active G890 LCD With Digitizer - Grey",191.10,204.99,185.99,229.99,,,,,
SRN-SAM-1361,"Samsung Galaxy S6 Active G890 LCD and Digitizer - White",195.00,209.99,185.99,,,,,,
SRN-SAM-1362,"Samsung Galaxy S6 Edge+ G928F LCD Display and Digitizer with Frame - Gold",219.99,,,239.99,,,,,
SRN-SAM-1363,"LCD and Touch Screen Digitizer With Frame for Galaxy S6 Edge G925A G925T G925F - Gold Platinum",185.00,199.99,195.99,234.99,,,,,
BT-BP-30180K,"BinTEK™ Sony XPeria Z L36H 2330mAh Li-Polymer Premium Battery with Premium Tool Kit",,,,,,,,,
BT-BP-30182K,"BINTEK™ Sony L39h Xperia Z1 C6902 C6903 C6906 3000 mAH Li-Polymer Premium Battery with Tools",,,,,,,,,
BT-BP-30184K,"BINTEK™ Sony Xperia Z3 Dual Battery 3100 mAH Li-Polymer Premium Battery with Tools",,,,,,,,,
BT-BP-30186K,"BINTEK™ Sony Xperia Z3v Dual Battery 3200 mAH Li-Polymer Premium Battery with Tools",,,,,,,,,
BT-BP-30188K,"BinTEK™ Samsung Tab Pro 8.4 T320 T321 T325 T4800e 4800mAH Li-Polymer Premium Battery with Tools",,,,,,,,,
TAB-SRN-706,"Samsung Galaxy Tab Pro 8.4 T320 Digitizer White",,14.99,,,,,,,
SRN-MOT-647,"Motorola Google Nexus 6 XT1100 LCD Assembly - Grade B",,,,,,,,,
SRN-BLB-085,"BlackBerry Passport Q30 LCD Assembly - Black - Grade B",,,,,,,,,
SRN-BLB-086,"Blackberry Torch 9800 LCD Version 002 - Grade A",,,,,,,,,
BTY-COV-1579,"LG G3 D850 Battery Cover with NFC Wireless Charging Patch AT&T - White",,,,,,,,,
BTY-COV-1580,"LG G3 D850 D851 D855 VS985 LS990 Battery Cover with NFC Wireless Charging - Gold",,,,,,,,,
SRN-ZTE-013,"ZTE Warp N860 Touch Screen Digitizer - Black - Grade A",,,,,,,,,
BT-SPX-0304,"Bongo Shield Privacy Tempered Glass Screen Protector - iPhone 5 5S 5C",,,,,,,,,
BT-SPX-0305,"Bongo Shield Tempered Glass Screen Protector - Samsung Galaxy S7",,,,,,,,,
ACC-ZED-755,"Samsung MicroSDHC Card 64 GB",,,,,,,,,
ACC-ZED-756,"Samsung MicroSDHC Card 32 GB",,,,,,,,,
ACC-ZED-757,"Samsung MicroSDHC Card 16 GB",,,,,,,,,
APL-001-2153,"Touch Screen Digitizer and IC Control Circuit Logic Board Flex Cable for iPad mini 3 - White - Grade A",,,,,,,,,
SRN-LGM-592,"LG G4 LCD Touch Screen Digitizer Assembly - Black - Grade A",,,,,,,,,
APL-003-1579,"LCD Shield Plate for iPhone 6s",,,,,,,,,
APL-003-1580,"LCD Shield Plate for iPhone 6s Plus",2.29,7.99,3.98,2.99,,,,,
APL-003-1581,"External Pentalobe Screws for iPhone 6s and 6s Plus – Silver",3.99,2.99,1.50,,,,,,
APL-003-1582,"External Pentalobe Screws for iPhone 6s and 6s Plus – Rose Gold",3.99,2.99,1.50,,,,,,
APL-003-1583,"External Pentalobe Screws for iPhone 6s and 6s Plus – Gold",3.99,2.99,1.50,,,,,,
APL-003-1584,"Loudspeaker for iPhone 6s",2.99,9.99,,2.99,,,,,
APL-003-1585,"Rear Camera for iPhone 6s",7.99,12.99,8.98,8.99,,,,,
APL-003-1586,"Vibrator Motor for iPhone 6S Plus",2.99,7.99,1.50,1.99,,,,,
APL-003-1587,"Charging Port and Headphone Jack Flex Cable for iPhone 6s Plus – Space Gray",6.49,12.99,,6.99,,,,,
APL-003-1588,"Charging Port and Headphone Jack Flex Cable for iPhone 6s Plus – Silver",6.49,12.99,,8.99,,,,,
APL-003-1589,"Charging Port and Headphone Jack Flex Cable for iPhone 6s Plus – White",6.49,12.99,5.50,7.99,,,,,
APL-003-1590,"Apple iPhone 6S Plus WiFi & Bluetooth Antenna",1.49,9.99,1.98,,,,,,
APL-003-1591,"Rear Camera for iPhone 6s Plus",14.99,17.99,13.98,14.99,,,,,
APL-003-1592,"Earpiece Speaker for iPhone 6S Plus",1.89,4.99,1.80,1.99,,,,,
APL-003-1593,"Internal screw set for iPhone 6s and 6s Plus",1.99,9.99,1.20,,,,,,
APL-003-1594,"Loudspeaker for iPhone 6s Plus",3.50,9.99,3.95,2.99,,,,,
APL-003-1595,"Apple iPhone 6S Plus Power Button Flex Cable ",3.49,7.99,2.98,2.99,,,,,
APL-003-1596,"Volume and Mute Button Flex Cable for iPhone 6s Plus",2.49,7.99,2.98,,,,,,
APL-003-1597,"External Buttons for iPhone 6s Plus – Space Gray",,0.00,2.99,,,,,,
APL-003-1598,"External Buttons for iPhone 6s Plus – Gold",,7.99,1.20,,,,,,
APL-003-1599,"External Buttons for iPhone 6s Plus – Rose Gold",,7.99,1.50,,,,,,
APL-003-1600,"Front Camera Assembly for iPhone 6s Plus",5.95,9.99,3.98,5.99,,,,,
APL-003-1601,"SIM Card Tray for iPhone 6s Plus – Space Gray",,,,,,,,,
APL-003-1602,"SIM Card Tray for iPhone 6s Plus – Silver",1.79,7.99,0.95,,,,,,
APL-003-1603,"SIM Card Tray for iPhone 6s Plus – Gold",1.79,4.99,0.95,,,,,,
APL-003-1604,"SIM Card Tray for iPhone 6s Plus – Rose Gold",1.79,4.99,0.95,,,,,,
APL-003-1605,"Home Button Assembly for iPhone 6S & 6S Plus – Silver",2.49,7.99,1.98,2.99,,,,,
APL-003-1606,"Home Button Assembly for iPhone 6S & 6S Plus – Space Gray",2.49,7.99,1.98,2.99,,,,,
APL-003-1607,"Home Button Assembly for iPhone 6S & 6S Plus – Gold",2.49,7.99,1.98,2.99,,,,,
APL-003-1608,"Home Button and Flex Cable Assembly for iPhone 6s and 6s Plus – Rose Gold",2.49,7.99,1.98,,,,,,
APL-003-1609,"External Buttons for iPhone 6s – Space Gray",,7.99,2.50,,,,,,
APL-003-1610,"External Buttons for iPhone 6s – Gold",,7.99,1.50,,,,,,
APL-003-1611,"External Buttons for iPhone 6s – Rose Gold",,7.99,1.99,,,,,,
APL-003-1612,"SIM Card Tray for iPhone 6s – Space Gray",1.79,4.99,2.50,,,,,,
APL-003-1613,"SIM Card Tray for iPhone 6s – Gold",1.79,7.99,0.95,,,,,,
APL-003-1614,"SIM Card Tray for iPhone 6s – Rose Gold",1.79,,1.99,,,,,,
APL-003-1615,"Front Camera Assembly for iPhone 6s",5.50,9.99,3.98,5.99,,,,,
APL-003-1616,"Apple iPhone 6 External Power, Volume, &amp; Mute Buttons – Space Gray",1.49,7.99,0.99,1.99,,,,,
APL-003-1617,"Apple iPhone 6 External Power, Volume, &amp; Mute Buttons – Silver",1.49,7.99,,1.99,,,,,
APL-003-1618,"Apple iPhone 6 External Power, Volume, &amp; Mute Buttons – Gold",1.49,7.99,,1.49,,,,,
APL-003-1619,"Apple iPhone 6 SIM Card Tray - Gold",1.79,4.99,0.99,,,,,,
APL-003-1620,"External Buttons for iPhone 6s Plus – Silver",,0.00,,,,,,,
APL-003-1621,"External Buttons for iPhone 6s – Silver",,7.99,1.99,,,,,,
APL-003-1622,"SIM Card Tray for iPhone 6s – Silver",1.79,4.99,0.00,,,,,,
SRN-HTC-1142,"HTC Desire 526 LCD & Digitizer Assembly",,,,,,,,,
SRN-LGM-596,"LCD + Touch Screen Digitizer for LG G Flex D950 D955 D958 D959 F340 LS995 Black - Grade A",,,,,,,,,
SRN-MOT-648,"Motorola Droid MINI XT1030 Touch Screen Digitizer LCD With Frame - Grade A",,,,,,,,,
SRN-SAM-1373,"Samsung Galaxy S6 Edge Plus G928F G928T G928A LCD & Digitizer Touch Screen With Frame Headphone Jack and Charging Port - Silver",,,221.98,239.99,,,,,
FLX-LGM-584,"LG Optimus G2 D800 D801 LS980 Loudspeaker ",3.99,,4.50,2.49,,,,,
FLX-LGM-585,"LG Optimus L70 D321 D325 MS323 Charging Port Dock & Mic Flex Cable",,,,,,,,,
SRN-SAM-1376,"Samsung Galaxy S6 Edge Plus LCD & Digitizer Touch Screen With Frame G928F G928A G928T - Black Sapphire",219.99,0.00,243.98,239.99,,,,,
TAB-SRN-710,"Samsung Galaxy Tab 4 8.4\" Pro SM-T321 SM-T325 Digitizer Touch Screen - White",,,,,,,,,
ACC-ZED-758,"Samsung Galaxy S3 LCD Polarizer",15.00,,,0.49,,,,,
ACC-ZED-759,"Samsung Galaxy S4 LCD Polarizer",,,,,,,,,
ACC-ZED-760,"Samsung Galaxy S5 LCD Polarizer",,,,,,,,,
ACC-ZED-761,"Samsung Galaxy Note 1 LCD Polarizer",,,,,,,,,
ACC-ZED-762,"Samsung Galaxy Note 2 LCD Polarizer",,,,,,,,,
ACC-ZED-763,"Samsung Galaxy Note 3 LCD Polarizer",,,,,,,,,
ACC-ZED-764,"Samsung Galaxy Note 4 LCD Polarizer",,,,,,,,,
ACC-ZED-765,"Samsung Galaxy Note 5 LCD Polarizer",,,,,,,,,
ACC-ZED-766,"Samsung Galaxy S6 LCD Polarizer",,,,,,,,,
ACC-ZED-767,"Apple iPhone 6S LCD Polarizer",,,,,,,,,
ACC-ZED-768,"Apple iPhone 6S Plus LCD Polarizer",,,,,,,,,
APL-003-1626,"WiFi Antenna Bracket for iPhone 6s Plus",4.99,9.99,1.98,1.99,,,,,
APL-003-1627,"Antenna Bracket for iPhone 6s",,,,0.49,,,,,
APL-003-1628,"Volume and Mute Button Flex Cable With Brackets for iPhone 6s Plus",2.49,7.99,2.98,,,,,,
APL-003-1629,"Power Button Flex Cable with Bracket for iPhone 6s Plus",3.49,7.99,3.50,2.99,,,,,
APL-003-1630,"WiFi and Bluetooth Antenna for iPhone 6s Plus",3.99,9.99,,0.99,,,,,
SRN-NOK-158,"LCD + Touch Screen Digitizer with Frame for Nokia Lumia 1320 Black - Grade A",,,,,,,,,
FLX-SAM-1392,"Samsung Galaxy S6 LCD Tester Flex Cable ",4.49,,,4.99,,,,,
APL-001-2161,"LCD Touch Screen Digitizer Assembly for iPhone 6 Black with Tempered Glass (A) - Grade A",,,,,,,,,
ACC-ZRT-407,"2.5mm Hex Screwdriver Tool for iPhone 6s",,,,,,,,,
ACC-ZED-769,"Iphone 5 Series OCA Sticker",,,,,,,,,
ACC-ZED-770,"iphone 6 OCA Sticker",,,,,,,,,
BT-BP-30192,"BinTEK™ iPhone 6S 1715mAH Li-Po Premium Battery",9.99,19.49,,10.99,,,,,
BT-BP-30194,"BinTEK™ LG G4 BL-51YF 3000mAH Li-Ion Premium Battery",4.99,12.49,,9.99,,,,,
SRN-HTC-1143,"HTC One M8 LCD Screen and Digitizer Assembly HTC Logo Black - Grade B",,,,,,,,,
SRN-SAM-1383,"Samsung Galaxy Note 5 LCD &amp; Digitizer Touch Screen - Black Sapphire - Grade A",,,,,,,,,
APL-003-1633,"iPhone 6 Plus Metal LCD Backplate Shield & Home Extend Flex",1.99,7.49,4.45,,,,,,
APL-003-1634,"iPhone 5 Metal LCD Backplate Shield",,,,,,,,,
ACC-ZRT-408,"55mm x 500 ft Clear Protective Lens Tape for Phones",,,,,,,,,
ACC-ZRT-409,"70mm x 500 ft Clear Protective Lens Tape for Phones",,,,,,,,,
ACC-ZRT-410,"90mm x 500 ft Clear Protective Lens Tape for Phones",,,,,,,,,
ACC-ZRT-411,"LCD Display Screen Separator Heat Machine for Phone Repair",,,,,,,,,
ACC-ZRT-414,"Galaxy S5 Alignment Mold",,,,,,,,,
ACC-ZRT-415,"Galaxy S6 Alignment Mold",,,,,,,,,
ACC-ZRT-417,"Galaxy Note 3 Alignment Mold",,,,,,,,,
ACC-ZRT-418,"Galaxy Note 4 Alignment Mold",,,,,,,,,
LBB-OEM-I4,"LBB Iphone 4 OEM Good",,,,,,,,,
LBB-NON-I4,"LBB Iphone 4 Non OEM Good",,,,,,,,,
LBB-BLM-I4,"LBB Iphone 4 Blemish",,,,,,,,,
LBB-OEM-I5,"LBB Iphone 5 OEM Good",,,,,,,,,
LBB-NON-I5,"LBB Iphone 5 Non OEM Good",,,,,,,,,
LBB-BLM-I5,"LBB Iphone 5 Blemish",,,,,,,,,
LBB-OEM-I5S,"LBB Iphone 5S OEM Good",,,,,,,,,
LBB-NON-I5S,"LBB Iphone 5S Non OEM Good",,,,,,,,,
LBB-BLM-I5S,"LBB Iphone 5S Blemish",,,,,,,,,
LBB-OEM-I5C,"LBB Iphone 5C OEM Good",,,,,,,,,
"LBB-NON-I5C ","LBB Iphone 5C Non OEM Good",,,,,,,,,
"LBB-BLM-I5C ","LBB Iphone 5C Blemish",,,,,,,,,
LBB-OEM-I6,"LBB Iphone 6 OEM Good",,,,,,,,,
LBB-NON-I6,"LBB Iphone 6 Non OEM Good",,,,,,,,,
"LBB-BLM-I6 ","LBB Iphone 6 Blemish",,,,,,,,,
LBB-OEM-I6P,"LBB Iphone 6 Plus OEM Good",,,,,,,,,
LBB-NON-I6P,"LBB Iphone 6 Plus Non OEM Good",,,,,,,,,
LBB-BLM-I6P,"LBB Iphone 6 Plus Blemish",,,,,,,,,
LBB-OEM-S3,"LBB Galaxy S3 OEM Good",,,,,,,,,
LBB-BLM-S3,"LBB Galaxy S3 Blemish",,,,,,,,,
LBB-BLM-S4,"LBB Galaxy S4 Blemish",,,,,,,,,
LBB-NON-S4,"LBB Galaxy S4 Non OEM Good",,,,,,,,,
LBB-OEM-S4,"LBB Galaxy S4 OEM Good",,,,,,,,,
LBB-OEM-N3,"LBB Note 3 OEM Good",,,,,,,,,
LBB-BLM-G3,"LBB LG G3 Blemish",,,,,,,,,
LBB-OEM-G3,"LBB LG G3 OEM Good",,,,,,,,,
LBB-NON-MEG,"LBB Galaxy Mega Non OEM Good",,,,,,,,,
LBB-OEM-MEG,"LBB Galaxy Mega OEM Good",,,,,,,,,
APL-001-2179,"iPAD Mini 3 Digitizer Touch Screen with IC and Home Button Black",19.49,22.99,21.98,21.99,,,,,
APL-001-2180,"iPAD Mini 3 Digitizer Touch Screen with IC and Home Button White/Silver",19.49,22.99,21.98,21.99,,,,,
APL-001-2181,"Screen Digitizer With Button and Adhesive for iPad 3 Black - Grade C",,,,,,,,,
APL-001-2182,"Touch Screen Digitizer and IC Control Circuit Logic Board Flex Cable for iPad mini 3 - Black - Grade A",,,,,,,,,
LBB-BLM-I6S,"LBB Iphone 6S Blemish",,,,,,,,,
LBB-NON-I6S,"LBB Iphone 6S Non OEM Good",,,,,,,,,
LBB-OEM-I6S,"LBB Iphone 6S OEM Good",,,,,,,,,
ACC-ZRT-427,"Samsung Galaxy Note 2 Lens Tape",,,,,,,,,
ACC-ZRT-431,"Samsung Galaxy S4 Lens Tape",,,,,,,,,
FLX-SAM-1394,"Samsung Galaxy S6 G920 Rear Camera Lens White",2.29,4.99,0.95,1.99,,,,,
APL-001-2184,"LCD with Touch Screen Digitizer for iPad Mini 4 Black",99.50,107.99,92.98,99.99,,,,,
APL-001-2185,"LCD with Touch Screen Digitizer for iPad Mini 4 White",99.50,119.99,92.98,99.99,,,,,
APL-001-2186,"LCD Touch Screen Digitizer Assembly for iPhone 6 White with Tempered Glass - Grade A",,,,,,,,,
APL-001-2187,"LCD Touch Screen Digitizer Assembly for iPhone 6 White with Tempered Glass - Grade B",,,,,,,,,
APL-003-1635,"iPhone 6 and 6 Plus Home Button Flex Cable",,7.99,1.50,2.99,,,,,
APL-001-2188,"LCD and Touch Screen Digitizer Assembly for iPhone 6s – Black - Grade A",,,,,,,,,
APL-001-2189,"LCD and Touch Screen Digitizer Assembly for iPhone 6s – White - Grade A",,,,,,,,,
BTY-COV-1581,"S6 G920F Midframe Bezel",,,,,,,,,
BTY-COV-1582,"Samsung Galaxy S6 Rear Battery Cover - Gold Platinum - Grade A",,,,,,,,,
BTY-COV-1583,"Samsung Galaxy S6 Edge Rear Battery Cover - White Pearl - Grade A",,,,,,,,,
BTY-COV-1584,"Samsung Galaxy S6 Edge Rear Battery Cover - Gold Platinum - Grade A",,,,,,,,,
APL-001-2190,"LCD and Digitizer Assembly for iPhone 6S Plus - White - Grade A",,,,,,,,,
SRN-SAM-1384,"Samsung Galaxy Note 5 Front Glass Lens - Gold Platinum - Grade A",,,,,,,,,
BTY-COV-1585,"Samsung Galaxy Note 5 Back Cover - White Pearl - Grade A",,,,,,,,,
LBB-S3,"LBB Galaxy S3",,,,,,,,,
LBB-S4,"LBB Galaxy S4",,,,,,,,,
LBB-S6,"LBB Galaxy S6",,,,,,,,,
LBB-S6EDGE,"Galaxy S6 Edge",,,,,,,,,
LBB-OEM-IP12C,"iPad Mini 1/2 iC Chip OEM Good",,,,,,,,,
LBB-OEM-N4,"LBB Note 4 OEM Good",,,,,,,,,
LBB-OEM-I6SP,"LBB Iphone 6S Plus OEM Good",,,,,,,,,
LBB-NON-I6SP,"LBB Iphone 6S Plus Non OEM Good",,,,,,,,,
APL-001-2191,"LCD and Touch Screen Digitizer Assembly for iPhone 6s – White - Grade B",,,,,,,,,
APL-001-2192,"LCD and Digitizer Assembly for iPhone 6S Plus - Black - Grade A",,,,,,,,,
APL-001-2193,"LCD and Digitizer Assembly for iPhone 6S Plus - Black - Grade B",,,,,,,,,
APL-001-2194,"LCD Touch Screen Digitizer Assembly for iPhone 6 Plus White with Tempered Glass - Grade A",,,,,,,,,
APL-001-2195,"Digitizer Touch Screen With Home Button for iPad 4 - Black (Premium)",14.99,11.99,12.98,13.99,,,,,
APL-001-2196,"Digitizer Touch Screen With Home Button for iPad 4 - White (Premium)",14.99,11.99,12.98,13.99,,,,,
APL-001-2197,"Apple iPad 3 Digitizer Touch Screen With Home Button - Black (Premium)",14.99,12.99,10.50,13.99,,,,,
APL-001-2198,"Apple iPad 3 Digitizer Touch Screen With Home Button - White (Premium)",14.99,12.99,10.50,13.99,,,,,
APL-001-2199,"Digitizer Touch Screen With Home Button for iPad 2 - Black (Premium)",14.99,12.49,14.50,11.99,,,,,
APL-001-2200,"Apple iPad Air/iPad 5 Digitizer Touch Screen With Home Button - Black (Premium)",17.00,19.99,25.50,19.99,,,,,
APL-001-2201,"Apple iPad Air/iPad 5 Digitizer Touch Screen With Home Button - White (Premium)",17.00,22.99,25.50,19.99,,,,,
APL-001-2202,"Apple iPad Mini & iPad Mini 2 Digitizer Touch Screen with Home Button And IC Chip - Black (Premium)",20.99,21.99,35.99,27.99,,,,,
APL-001-2203,"LCD and Touch Screen Digitizer Assembly for iPhone 6S Plus - Black (Premium)",78.50,137.99,114.99,129.99,,,,,
APL-001-2204,"LCD and Touch Screen Digitizer Assembly for iPhone 6S Plus - White (Premium)",78.50,137.99,114.99,129.99,,,,,
BTY-COV-1586,"Samsung Galaxy S6 Rear Housing - Gold",,,,,,,,,
BTY-COV-1587,"Samsung Galaxy S6 Rear Housing - Blue",,,,,,,,,
BTY-COV-1588,"Samsung Galaxy S6 Rear Housing - White",,,,,,,,,
APL-001-2205,"LCD and Touch Screen Digitizer Assembly for iPhone 6 - White (Premium) - Grade A",,,,,,,,,
APL-001-2206,"Ipad 4 Digitizer Touch Screen With Home Button Black (Premium? - Grade A",,,,,,,,,
APL-001-2207,"Ipad Air Digitizer Touch Screen With Home Button Black (Premium? - Grade A",,,,,,,,,
APL-001-2208,"Ipad Air Digitizer Touch Screen With Home Button Black (Premium? - Grade B",,,,,,,,,
TAB-SRN-741,"LCD Touch Screen Digitizer Assembly for Microsoft Surface Pro 3 - Black",,,,,,,,,
APL-003-1636,"Charging Port Replacement for iPad Pro 12.9 (3G Version) - Black",,,4.50,5.99,,,,,
APL-003-1637,"Charging Port Replacement for iPad Pro 12.9 (3G Version) - White",,,4.50,3.49,,,,,
APL-003-1638,"iPhone 6S LCD and Home Button Tester",4.49,7.99,,7.99,,,,,
APL-003-1639,"iPhone 6S Plus LCD and Home Button Tester",,,,,,,,,
APL-001-2210,"LCD and Touch Screen Digitizer Assembly for iPhone 6s - Black (Premium)",95.00,92.99,76.99,89.99,,,,,
APL-001-2211,"LCD and Touch Screen Digitizer Assembly for iPhone 6s - White (Premium)",95.00,92.99,76.99,89.99,,,,,
APL-001-2212,"LCD Touch Screen Digitizer Assembly for iPhone 5C Black with Tempered Glass - Grade A",,,,,,,,,
LBB-OEM-G4,"LBB LG G4 OEM Good",,,,,,,,,
LBB-OEM-IPMIC,"iPad Mini IC",,,,,,,,,
LBB-OEM-S6,"LBB Galaxy S6 OEM Good",,,,,,,,,
"LBB-BLM-G4 ","LBB LG G4 Blemish",,,,,,,,,
LBB-OEM-NX6,"LBB Motorola Nexus 6 OEM",,,,,,,,,
FLX-HTC-589,"Top and Bottom Glass Cover for HTC One M8 Gunmetal Gray",,,,,,,,,
